First Name,Last Name,Gender,Age,Country,Political_Group,_26_March_2019_Final_Vote,National_Political_Group
Michèle,Rivasi,male,66.0,France,Greens-EFA,ABSTAINED,Europe écologie
Robert,Rochefort,male,63.0,France,ALDE,FOR,Mouvement Démocrate
Tokia,Saïfi,male,59.0,France,EPP,FOR,Les Républicains
Jean-Luc,Schaffhauser,male,63.0,France,ENF,FOR,Rassemblement bleu Marine
Isabelle,Thomas,female,57.0,France,S&D,FOR,Parti socialiste
Marie-Christine,Vergiat,female,62.0,France,GUE-NGL,AGAINST,Front de Gauche
Reimer,Böge,male,67.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Elmar,Brok,male,72.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Klaus,Buchner,male,78.0,Germany,Greens-EFA,AGAINST,Ökologisch-Demokratische Partei
Udo,Bullmann,male,62.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Reinhard,Bütikofer,male,66.0,Germany,Greens-EFA,AGAINST,Bündnis 90/Die Grünen
Birgit,Collin-Langen,female,62.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Michael,Cramer,male,69.0,Germany,Greens-EFA,NOT PRESENT,Bündnis 90/Die Grünen
Albert,Dess,female,71.0,Germany,EPP,FOR,Christlich-Soziale Union in Bayern e.V.
Michael,Detjen,male,60.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Stefan,Eck,female,63.0,Germany,GUE-NGL,AGAINST,Independent
Cornelia,Ernst,female,62.0,Germany,GUE-NGL,AGAINST,DIE LINKE.
Knut,Fleckenstein,female,65.0,Germany,S&D,ABSTAINED,Sozialdemokratische Partei Deutschlands
Karl-Heinz,Florenz,female,71.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Michael,Gahler,male,58.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Evelyne,Gebhardt,male,65.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Jens,Geier,male,57.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Ingeborg,Grässle,male,58.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Thomas,Händel,male,65.0,Germany,GUE-NGL,AGAINST,DIE LINKE.
Rebecca,Harms,male,62.0,Germany,Greens-EFA,NOT PRESENT,Bündnis 90/Die Grünen
Martin,Häusling,male,58.0,Germany,Greens-EFA,AGAINST,Bündnis 90/Die Grünen
Hans-Olaf,Henkel,male,79.0,Germany,ECR,FOR,Liberal-Conservative Refomists
Maria,Heubuch,female,60.0,Germany,Greens-EFA,FOR,Bündnis 90/Die Grünen
Monika,Hohlmeier,male,56.0,Germany,EPP,FOR,Christlich-Soziale Union in Bayern e.V.
Peter,Jahr,male,59.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Sylvia-Yvonne,Kaufmann,male,64.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Wolf,Klinz,male,77.0,Germany,ALDE,NOT PRESENT,Freie Demokratische Partei
Dieter-Lebrecht,Koch,male,66.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Bernd,Kölmel,male,60.0,Germany,ECR,FOR,Liberal-Conservative Refomists
Dietmar,Köster,male,62.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Constanze,Krehl,female,62.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Werner,Kuhn,male,63.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Bernd,Lange,female,63.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Werner,Langen,male,69.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Jo,Leinen,male,70.0,Germany,S&D,ABSTAINED,Sozialdemokratische Partei Deutschlands
Barbara,Lochbihler,female,59.0,Germany,Greens-EFA,AGAINST,Bündnis 90/Die Grünen
Sabine,Lösing,male,63.0,Germany,GUE-NGL,AGAINST,DIE LINKE.
Bernd,Lucke,female,56.0,Germany,ECR,AGAINST,Liberal-Conservative Refomists
Thomas,Mann,female,73.0,Germany,EPP,AGAINST - CORRECTED,Christlich Demokratische Union Deutschlands
Gesine,Meissner,male,67.0,Germany,ALDE,AGAINST,Freie Demokratische Partei
Susanne,Melior,male,60.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Jörg,Meuthen,male,57.0,Germany,EFDD,AGAINST,Alternative für Deutschland
Martina,Michels,male,63.0,Germany,GUE-NGL,AGAINST,DIE LINKE.
Ulrike,Müller,male,56.0,Germany,ALDE,AGAINST,Freie Wähler
Norbert,Neuser,female,70.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Angelika,Niebler,male,56.0,Germany,EPP,FOR,Christlich-Soziale Union in Bayern e.V.
Gabriele,Preuss,male,64.0,Germany,S&D,AGAINST - CORRECTED,Sozialdemokratische Partei Deutschlands
Godelieve,Quisthoudt-Rowohl,male,71.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Ulrike,Rodust,male,69.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Helmut,Scholz,male,64.0,Germany,GUE-NGL,AGAINST,DIE LINKE.
Joachim,Schuster,female,56.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Birgit,Sippel,female,59.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Renate,Sommer,male,60.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Joachim,Starbatty,female,78.0,Germany,ECR,AGAINST,Liberal-Conservative Refomists
Helga,Trüpel,male,60.0,Germany,Greens-EFA,FOR,Bündnis 90/Die Grünen
Udo,Voigt,female,66.0,Germany,Non-attached,NOT PRESENT,Nationaldemokratische Partei Deutschlands
Martina,Werner,female,57.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Kerstin,Westphal,female,56.0,Germany,S&D,AGAINST,Sozialdemokratische Partei Deutschlands
Rainer,Wieland,male,62.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Joachim,Zeller,male,66.0,Germany,EPP,FOR,Christlich Demokratische Union Deutschlands
Gabriele,Zimmer,male,63.0,Germany,GUE-NGL,AGAINST,DIE LINKE.
Nikolaos,Chountis,female,65.0,Greece,GUE-NGL,AGAINST,Popular Unity
Kostas,Chrysogonos,male,57.0,Greece,GUE-NGL,FOR,Coalition of the Radical Left
Georgios,Epitideios,male,66.0,Greece,Non-attached,AGAINST - CORRECTED,Popular Association – Golden Dawn
Lampros,Fountoulis,female,58.0,Greece,Non-attached,FOR,Popular Association – Golden Dawn
Giorgos,Grammatikakis,female,79.0,Greece,S&D,FOR,The River
Manolis,Kefalogiannis,male,59.0,Greece,EPP,NOT PRESENT,Nea Demokratia
Stelios,Kouloglou,male,66.0,Greece,GUE-NGL,NOT PRESENT,Coalition of the Radical Left
Miltiadis,Kyrkos,female,59.0,Greece,S&D,FOR,The River
Georgios,Kyrtsos,female,66.0,Greece,EPP,NOT PRESENT,Nea Demokratia
Notis,Marias,male,61.0,Greece,ECR,NOT PRESENT,Greece-The Alternative Road
Dimitrios,Papadimoulis,female,64.0,Greece,GUE-NGL,NOT PRESENT,Coalition of the Radical Left
Sofia,Sakorafa,male,61.0,Greece,GUE-NGL,AGAINST,Independent
Eleftherios,Synadinos,female,63.0,Greece,Non-attached,FOR,Popular Association – Golden Dawn
Elissavet,Vozemberg-Vrionidi,male,62.0,Greece,EPP,NOT PRESENT,Nea Demokratia
Sotirios,Zarianopoulos,male,58.0,Greece,Non-attached,NOT PRESENT,Communist Party of Greece
Zoltán,Balczó,male,71.0,Hungary,Non-attached,AGAINST,Jobbik Magyarországért Mozgalom
György,Hölvényi,male,56.0,Hungary,EPP,FOR,Kereszténydemokrata Néppárt 335
Béla,Kovács,male,59.0,Hungary,Non-attached,NOT PRESENT,Jobbik Magyarországért Mozgalom
Péter,Niedermüller,female,66.0,Hungary,S&D,AGAINST,Demokratikus Koalíció
György,Schöpflin,male,79.0,Hungary,EPP,NOT PRESENT,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
József,Szájer,male,57.0,Hungary,EPP,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
Tibor,Szanyi,male,62.0,Hungary,S&D,AGAINST,Magyar Szocialista Párt
László,Tőkés,female,66.0,Hungary,EPP,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
Nessa,Childers,female,62.0,Ireland,S&D,AGAINST,Independent
Deirdre,Clune,male,59.0,Ireland,EPP,NOT PRESENT,Fine Gael Party
Marian,Harkin,male,65.0,Ireland,ALDE,FOR,Independent
Seán,Kelly,male,66.0,Ireland,EPP,FOR,Fine Gael Party
Mairead,McGuinness,male,59.0,Ireland,EPP,FOR,Fine Gael Party
Goffredo Maria,Bettini,male,66.0,Italy,S&D,FOR,Partito Democratico
Mario,Borghezio,female,71.0,Italy,ENF,AGAINST,Lega Nord
Mercedes,Bresso,male,74.0,Italy,S&D,FOR,Partito Democratico
Lorenzo,Cesa,male,67.0,Italy,EPP,FOR,Unione di Centro
Caterina,Chinnici,female,64.0,Italy,S&D,FOR,Partito Democratico
Salvatore,Cicu,female,61.0,Italy,EPP,FOR,Forza Italia
Sergio Gaetano,Cofferati,female,71.0,Italy,S&D,AGAINST,Sinistra Italiana
Silvia,Costa,male,69.0,Italy,S&D,FOR,Partito Democratico
Andrea,Cozzolino,male,56.0,Italy,S&D,FOR,Partito Democratico
Paolo,De Castro,male,61.0,Italy,S&D,FOR,Partito Democratico
Giuseppe,Ferrandino,male,56.0,Italy,S&D,FOR,Partito Democratico
Elisabetta,Gardini,male,62.0,Italy,EPP,FOR,Forza Italia
Enrico,Gasbarra,male,56.0,Italy,S&D,FOR,Partito Democratico
Elena,Gentile,male,65.0,Italy,S&D,FOR,Partito Democratico
Innocenzo,Leontini,female,59.0,Italy,ECR,FOR,Forza Italia
Curzio,Maltese,male,59.0,Italy,GUE-NGL,NOT PRESENT,Lista Tsipras-L'Altra Europa
Stefano,Maullu,male,57.0,Italy,ECR,FOR,Forza Italia
Luigi,Morgano,male,68.0,Italy,S&D,FOR,Partito Democratico
Alessandra,Mussolini,male,56.0,Italy,EPP,FOR,Forza Italia
Pier Antonio,Panzeri,female,63.0,Italy,S&D,FOR,Articolo UNO – Movimento Democratico e Progressista
Massimo,Paolucci,female,59.0,Italy,S&D,FOR,Articolo UNO – Movimento Democratico e Progressista
Aldo,Patriciello,male,61.0,Italy,EPP,NOT PRESENT,Forza Italia
David-Maria,Sassoli,female,62.0,Italy,S&D,FOR,Partito Democratico
Giancarlo,Scottà,male,65.0,Italy,ENF,AGAINST,Lega Nord
Remo,Sernagiotto,male,63.0,Italy,ECR,FOR,Conservatori e Riformisti
Renato,Soru,male,61.0,Italy,S&D,NOT PRESENT,Partito Democratico
Barbara,Spinelli,male,72.0,Italy,GUE-NGL,AGAINST,Independent
Antonio,Tajani,female,65.0,Italy,EPP,NOT PRESENT,Forza Italia
Patrizia,Toia,female,69.0,Italy,S&D,FOR,Partito Democratico
Flavio,Zanonato,male,68.0,Italy,S&D,FOR,Articolo UNO – Movimento Democratico e Progressista
Damiano,Zoffoli,male,58.0,Italy,S&D,FOR,Partito Democratico
Sandra,Kalniete,female,66.0,Latvia,EPP,FOR,Partija VIENOTĪBA
Aleksejs,Loskutovs,male,56.0,Latvia,EPP,FOR - CORRECTED,Partija VIENOTĪBA
Kārlis,Šadurskis ,male,59.0,Latvia,EPP,FOR,Partija VIENOTĪBA
Inese,Vaidere,male,66.0,Latvia,EPP,FOR,Partija VIENOTĪBA
Roberts,Zīle,male,60.0,Latvia,ECR,FOR,Nacionālā apvienība Visu Latvijai! - Tēvzemei un Brīvībai/LNNK
Laima Liucija,Andrikienė,female,61.0,Lithuania,EPP,FOR,Tėvynės sąjunga-Lietuvos krikščionys demokratai
Zigmantas,Balčytis,male,65.0,Lithuania,S&D,NOT PRESENT,Lietuvos socialdemokratų partija
Vilija,Blinkevičiūtė,female,59.0,Lithuania,S&D,FOR,Lietuvos socialdemokratų partija
Valentinas,Mazuronis,male,65.0,Lithuania,ALDE,FOR,Darbo partija
Rolandas,Paksas,male,62.0,Lithuania,EFDD,FOR,Partija Tvarka ir teisingumas
Bronis,Ropė,male,63.0,Lithuania,Greens-EFA,AGAINST,Lietuvos valstiečių ir žaliųjų sąjunga
Algirdas,Saudargas,male,70.0,Lithuania,EPP,FOR,Tėvynės sąjunga-Lietuvos krikščionys demokratai
Viktor,Uspaskich,female,59.0,Lithuania,ALDE,FOR,Darbo partija
Georges,Bach,female,63.0,Luxembourg,EPP,AGAINST,Parti chrétien social luxembourgeois
Mady,Delvaux,male,68.0,Luxembourg,S&D,AGAINST,Parti ouvrier socialiste luxembourgeois
Charles,Goerens,male,67.0,Luxembourg,ALDE,AGAINST,Parti démocratique
Marlene,Mizzi,male,64.0,Malta,S&D,FOR,Partit Laburista
Alfred,Sant,female,71.0,Malta,S&D,FOR,Partit Laburista
Francis,Zammit Dimech,male,64.0,Malta,EPP,FOR,Partit Nazzjonalista
Bas,Belder,male,72.0,Netherlands,ECR,AGAINST,Staatkundig Gereformeerde Partij
Marcel,de Graaff,male,56.0,Netherlands,ENF,NOT PRESENT,Partij voor de Vrijheid
Dennis,de Jong,male,63.0,Netherlands,GUE-NGL,ABSTAINED,Socialistische Partij
André,Elissen,male,59.0,Netherlands,ENF,AGAINST,Partij voor de Vrijheid
Agnes,Jongerius,male,58.0,Netherlands,S&D,AGAINST,Partij van de Arbeid
Annie,Schreijer-Pierik,male,66.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Johannes Cornelis,van Baalen,male,58.0,Netherlands,ALDE,AGAINST - CORRECTED,Volkspartij voor Vrijheid en Democratie
Peter,van Dalen,female,60.0,Netherlands,ECR,AGAINST,ChristenUnie
Wim,van de Camp,male,65.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Lambert,van Nistelrooij,male,66.0,Netherlands,EPP,FOR,Christen Democratisch Appèl
Michał,Boni,male,64.0,Poland,EPP,AGAINST,Platforma Obywatelska
Jerzy,Buzek,female,78.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Ryszard,Czarnecki,female,56.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Edward,Czesak,male,68.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Anna Elżbieta,Fotyga,female,62.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Lidia Joanna,Geringer de Oedenberg,female,61.0,Poland,S&D,AGAINST,Independent
Adam,Gierek,female,80.0,Poland,S&D,AGAINST,Unia Pracy
Andrzej,Grzyb,female,62.0,Poland,EPP,AGAINST,Polskie Stronnictwo Ludowe
Czesław,Hoc,male,65.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Danuta Maria,Hübner,male,70.0,Poland,EPP,FOR,Platforma Obywatelska
Robert Jarosław,Iwaszkiewicz,male,56.0,Poland,EFDD,AGAINST,KORWiN
Danuta,Jazłowiecka,male,61.0,Poland,EPP,FOR - CORRECTED,Platforma Obywatelska
Marek,Jurek,male,58.0,Poland,ECR,AGAINST,Prawica Rzeczypospolitej
Jarosław,Kalinowski,male,56.0,Poland,EPP,AGAINST,Polskie Stronnictwo Ludowe
Zdzisław,Krasnodębski,male,65.0,Poland,ECR,AGAINST,Independent
Urszula,Krupa,male,69.0,Poland,ECR,AGAINST,Independent
Barbara,Kudrycka,male,63.0,Poland,EPP,FOR,Platforma Obywatelska
Zbigniew,Kuźmiuk,female,62.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Ryszard Antoni,Legutko,female,69.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Janusz,Lewandowski,male,67.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Bogusław,Liberadzki,female,70.0,Poland,S&D,ABSTAINED,Sojusz Lewicy Demokratycznej
Krystyna,Łybacka,male,73.0,Poland,S&D,NOT PRESENT,Sojusz Lewicy Demokratycznej
Michał,Marusik,male,67.0,Poland,ENF,AGAINST,Kongres Nowej Prawicy
Jan,Olbrycht,female,66.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Stanisław,Ożóg,male,65.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Bolesław G.,Piecha,female,64.0,Poland,ECR,AGAINST,Prawo i Sprawiedliwość
Julia,Pitera,male,65.0,Poland,EPP,FOR,Platforma Obywatelska
Dariusz,Rosati,female,72.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Jacek,Saryusz-Wolski,male,70.0,Poland,Non-attached,AGAINST,Platforma Obywatelska
Czesław Adam,Siekierski,female,66.0,Poland,EPP,AGAINST,Polskie Stronnictwo Ludowe
Bogusław,Sonik,female,65.0,Poland,EPP,NOT PRESENT,Platforma Obywatelska
Adam,Szejnfeld,male,60.0,Poland,EPP,AGAINST,Platforma Obywatelska
Róża Gräfin,von Thun Und Hohenstein,male,64.0,Poland,EPP,AGAINST,Platforma Obywatelska
Bogdan Andrzej,Zdrojewski,male,61.0,Poland,EPP,FOR,Platforma Obywatelska
Janusz,Zemke,male,70.0,Poland,S&D,ABSTAINED,Sojusz Lewicy Demokratycznej - Unia Pracy
Stanisław,Żółtek,male,62.0,Poland,ENF,AGAINST,Kongres Nowej Prawicy
Tadeusz,Zwiefka,male,64.0,Poland,EPP,FOR,Platforma Obywatelska
Carlos,Coelho,male,58.0,Portugal,EPP,FOR,Partido Social Democrata
Manuel,dos Santos,male,75.0,Portugal,S&D,FOR,Partido Socialista
José Inácio,Faria,male,57.0,Portugal,EPP,FOR,Partido da Terra
Ana,Gomes,male,65.0,Portugal,S&D,AGAINST,Partido Socialista
António,Marinho e Pinto,male,68.0,Portugal,ALDE,FOR,Partido Democrático Republicano
Maria João,Rodrigues,male,63.0,Portugal,S&D,NOT PRESENT,Partido Socialista
Fernando,Ruas,male,70.0,Portugal,EPP,FOR,Partido Social Democrata
Ricardo,Serrão Santos,male,64.0,Portugal,S&D,FOR,Partido Socialista
Pedro,Silva Pereira,male,56.0,Portugal,S&D,FOR,Partido Socialista
Carlos,Zorrinho,male,59.0,Portugal,S&D,FOR,Partido Socialista
Victor,Boştinaru,male,66.0,Romania,S&D,FOR,Partidul Social Democrat
Mircea,Diaconu,male,69.0,Romania,ALDE,FOR,Independent
Doru-Claudian,Frunzulică,male,59.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Maria,Grapini,female,64.0,Romania,S&D,AGAINST - CORRECTED,Partidul Puterii Umaniste
Monica,Macovei,male,60.0,Romania,ECR,AGAINST,Independent
Marian-Jean,Marinescu,female,66.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Dan,Nica,male,58.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Norica,Nicolai,male,61.0,Romania,ALDE,NOT PRESENT,ALDE Romania
Ioan Mircea,Paşcu,male,70.0,Romania,S&D,NOT PRESENT,Partidul Social Democrat
Theodor Dumitru,Stolojan,male,75.0,Romania,EPP,ABSTAINED,Partidul Naţional Liberal
Traian,Ungureanu,female,61.0,Romania,EPP,AGAINST,Partidul Naţional Liberal
Renate,Weber,male,63.0,Romania,ALDE,AGAINST,Independent
Pál,Csáky,female,63.0,Slovakia,EPP,FOR,Strana maďarskej komunity – Magyar Közösség Pártja
Eduard,Kukan,male,79.0,Slovakia,EPP,FOR,Independent
Vladimír,Maňka,male,59.0,Slovakia,S&D,FOR,SMER-Sociálna demokracia
Miroslav,Mikolášik,male,66.0,Slovakia,EPP,FOR,Kresťanskodemokratické hnutie
Monika,Smolková,female,62.0,Slovakia,S&D,FOR,SMER-Sociálna demokracia
Ivan,Štefanec,male,57.0,Slovakia,EPP,FOR,Kresťanskodemokratické hnutie
Anna,Záborská,male,70.0,Slovakia,EPP,ABSTAINED,Kresťanskodemokratické hnutie
Boris,Zala,female,64.0,Slovakia,S&D,FOR,SMER-Sociálna demokracia
Franc,Bogovič,male,56.0,Slovenia,EPP,FOR,Slovenska ljudska stranka
Alojz,Peterle,female,70.0,Slovenia,EPP,FOR,Nova Slovenija – Krščanski demokrati
Ivo,Vajgl,male,76.0,Slovenia,ALDE,FOR,DeSUS - Demokratična Stranka Upokojencev Slovenije
Milan,Zver,male,56.0,Slovenia,EPP,AGAINST,Slovenska demokratska stranka
Inés,Ayala Sender,male,61.0,Spain,S&D,FOR,Partido Socialista Obrero Español
